{{{0, 0, 0, 1}, {0, 1, 0, -1}, {1, 0, 0, 0}}, 1}
{{{0, 0, 1, -1}, {1, 0, 0, 0}, {-1, 0, 1, 0}}, 70}
{{{0, 1, -1, 1}, {1, 0, 1, -1}, {-1, 0, 1, -1}}, 71}
{{{-1, 0, 0, 1}, {-1, -1, 0, 1}, {-1, -1, 1, 1}}, 72}
{{{1, 1, 1, -1}, {1, 0, 0, 1}, {1, 0, 0, 0}}, 73}
{{{1, 1, 1, -1}, {1, 0, -1, 1}, {1, -1, -1, 1}}, 74}
{{{0, 1, -1, 1}, {1, -1, 0, 0}, {0, 0, 1, 0}}, 75}
{{{-1, 1, 1, 0}, {1, 0, 0, 0}, {0, 1, -1, 0}}, 76}
{{{-1, 1, 0, -1}, {-1, 1, 0, -1}, {-1, -1, 1, -1}}, 77}
{{{0, 0, -1, 1}, {0, 0, 1, -1}, {-1, 0, 1, -1}}, 78}
{{{-1, 0, 1, 0}, {0, -1, 1, -1}, {1, -1, 0, 0}}, 79}
{{{1, 0, 0, 0}, {0, -1, 1, 1}, {1, 1, -1, 0}}, 80}
{{{-1, 0, 1, -1}, {1, 0, 0, 0}, {-1, 0, 1, 0}}, 81}
{{{-1, 0, 0, 1}, {0, -1, 0, 1}, {-1, 1, -1, 1}}, 82}
{{{1, 1, -1, 1}, {1, 0, 0, 0}, {0, 0, 1, 0}}, 83}
{{{0, 0, -1, 1}, {0, -1, 0, 1}, {1, 0, 0, 0}}, 84}
{{{-1, 1, 1, -1}, {0, 0, 0, 1}, {1, 0, 0, 0}}, 85}
{{{0, -1, 1, -1}, {0, 0, 0, 1}, {1, 0, 0, 0}}, 86}
{{{-1, 0, 1, 0}, {0, -1, 1, -1}, {1, -1, -1, 0}}, 87}
{{{0, 1, -1, 1}, {0, 0, 1, -1}, {-1, 0, 1, -1}}, 88}
{{{0, 0, -1, 1}, {-1, 0, 0, 1}, {-1, 0, 1, 1}}, 89}
{{{0, -1, 1, 1}, {1, 0, 0, 0}, {0, 1, -1, 1}}, 90}
{{{-1, 0, 1, -1}, {1, 0, -1, 0}, {1, -1, 1, 0}}, 91}
{{{-1, 1, -1, 1}, {-1, 0, 0, 1}, {-1, 1, -1, 1}}, 92}
{{{1, 0, 0, 0}, {-1, -1, 0, 1}, {-1, 1, 0, 0}}, 93}
{{{-1, 1, -1, -1}, {-1, 1, 0, -1}, {-1, 0, 1, -1}}, 94}
{{{-1, -1, 1, 0}, {1, -1, 1, -1}, {-1, -1, 1, 0}}, 95}
{{{0, 0, 0, 1}, {1, 1, 1, -1}, {1, 0, -1, 0}}, 96}
{{{0, 0, -1, 1}, {0, 0, 1, -1}, {-1, -1, 1, -1}}, 97}
{{{1, -1, 0, 1}, {0, 1, 1, -1}, {1, 0, -1, 0}}, 98}
{{{-1, 0, 0, 1}, {0, -1, 0, 1}, {0, 1, -1, 0}}, 99}
{{{0, 0, 1, 1}, {0, 1, -1, -1}, {1, -1, -1, 1}}, 100}
{{{1, 1, 0, -1}, {-1, 1, 1, 0}, {0, 1, 0, 0}}, 101}
{{{1, 0, 0, 1}, {0, 1, 1, -1}, {0, -1, 1, 0}}, 102}
{{{-1, 1, -1, 1}, {1, 0, 0, 0}, {1, 0, 1, 0}}, 103}
{{{1, -1, 0, 0}, {0, -1, 1, 1}, {0, 1, 0, 0}}, 104}
{{{0, -1, 1, 1}, {1, 0, 0, 0}, {0, 1, -1, -1}}, 105}
{{{-1, 0, -1, 1}, {1, 0, 1, -1}, {0, 0, 1, -1}}, 106}
{{{1, 1, 1, 0}, {1, 0, 0, 0}, {0, 1, -1, 1}}, 107}
{{{-1, 0, -1, 1}, {1, 0, 1, -1}, {-1, 1, 1, -1}}, 108}
{{{1, -1, 0, 1}, {0, -1, 1, -1}, {-1, 0, 1, -1}}, 109}
{{{1, 1, -1, -1}, {0, 1, -1, 0}, {-1, -1, 1, 1}}, 110}
{{{1, 1, -1, 0}, {0, 1, 0, 0}, {0, -1, 1, 1}}, 111}
{{{0, 0, 1, -1}, {0, -1, -1, 1}, {1, 1, 0, 0}}, 112}
{{{-1, -1, 0, 1}, {0, 0, 0, 1}, {-1, -1, 0, 1}}, 113}
{{{1, -1, 0, 0}, {-1, -1, 1, 1}, {1, 1, 0, 0}}, 114}
{{{0, 0, 1, 1}, {1, 1, 0, -1}, {1, -1, 0, 1}}, 115}
{{{-1, -1, 0, 1}, {0, 0, -1, 0}, {-1, -1, 0, 1}}, 116}
{{{0, -1, 0, 1}, {0, 1, 1, -1}, {1, 0, -1, 0}}, 117}
{{{0, 1, 1, -1}, {0, -1, 0, 1}, {1, -1, 0, 0}}, 118}
{{{1, -1, 1, 0}, {0, -1, 1, -1}, {-1, 0, 1, -1}}, 119}
{{{1, 0, -1, 0}, {0, -1, 1, 1}, {1, 0, -1, 1}}, 120}
{{{-1, 0, -1, 1}, {1, -1, 0, 0}, {0, -1, -1, 1}}, 121}
{{{-1, -1, 1, 1}, {0, 0, -1, 1}, {-1, -1, 1, 1}}, 122}
{{{1, 1, -1, -1}, {-1, 1, -1, 0}, {1, -1, 0, 1}}, 123}
{{{1, 1, 0, -1}, {-1, 0, 1, 1}, {-1, 1, 1, -1}}, 124}
{{{0, 1, 1, -1}, {0, 1, 0, 1}, {1, 0, 0, 0}}, 125}
{{{-1, 0, 1, 0}, {0, -1, 1, -1}, {1, 0, 1, 0}}, 126}
{{{1, 1, -1, 1}, {1, 0, 1, -1}, {1, 0, 1, -1}}, 127}
{{{-1, -1, 0, 1}, {0, 0, 1, 0}, {-1, -1, 0, 1}}, 128}
{{{-1, 0, 1, -1}, {0, 0, 0, 1}, {1, 0, 0, 0}}, 129}
{{{-1, 1, -1, 1}, {0, 1, -1, 1}, {1, 0, -1, 1}}, 130}
{{{-1, 0, 1, 1}, {-1, -1, 1, 1}, {-1, -1, 1, 0}}, 131}
{{{-1, -1, 1, 1}, {1, 0, 0, 0}, {0, 1, -1, -1}}, 132}
{{{1, 1, -1, 0}, {0, 1, 0, 0}, {1, -1, 1, 1}}, 133}
{{{0, 1, 1, -1}, {0, 0, 0, 1}, {1, 0, 1, 0}}, 134}
{{{1, 0, 0, 1}, {1, 1, 1, -1}, {1, 1, -1, -1}}, 135}
{{{0, 1, -1, -1}, {-1, 0, 0, 1}, {0, 1, 1, -1}}, 136}
{{{1, 1, -1, 0}, {-1, 1, -1, 1}, {1, 0, 0, -1}}, 137}
{{{-1, 1, -1, 1}, {-1, 0, -1, 1}, {0, 0, -1, 1}}, 138}
{{{1, 0, 0, 0}, {0, 1, -1, 0}, {1, -1, 1, 1}}, 139}
{{{-1, 0, 0, 1}, {0, -1, 0, 1}, {-1, 1, -1, 0}}, 140}
{{{1, -1, 0, 0}, {0, -1, 0, 1}, {-1, 1, 0, 0}}, 141}
{{{-1, 1, 1, -1}, {1, 0, 0, 1}, {1, -1, 0, 0}}, 142}
{{{0, -1, 1, 1}, {0, 1, 0, -1}, {1, -1, 0, 1}}, 143}
{{{1, 0, 1, -1}, {-1, 0, 0, 1}, {0, -1, -1, 1}}, 144}
{{{1, -1, 0, 0}, {-1, 0, 0, 1}, {0, -1, -1, 1}}, 145}
{{{0, 0, 1, -1}, {-1, -1, -1, 1}, {1, 1, 0, 0}}, 146}
{{{-1, 1, -1, 1}, {-1, 1, -1, 1}, {1, 0, -1, 1}}, 147}
{{{1, -1, 0, 0}, {0, -1, 0, 1}, {-1, 1, 0, 1}}, 148}
{{{0, -1, -1, 1}, {0, 1, 1, -1}, {1, 0, -1, 0}}, 149}
{{{-1, 1, -1, -1}, {-1, 0, 0, 1}, {0, 1, 1, -1}}, 150}
{{{-1, -1, 0, 1}, {1, -1, 0, 1}, {1, -1, -1, 1}}, 151}
{{{1, 1, -1, 1}, {1, -1, 1, 0}, {1, -1, 1, -1}}, 152}
{{{0, 1, -1, -1}, {1, 0, 1, -1}, {-1, 1, -1, 0}}, 153}
{{{-1, 1, -1, 1}, {-1, 0, 0, 1}, {1, -1, 0, 1}}, 154}
{{{0, 1, -1, -1}, {1, 0, 1, -1}, {-1, 1, 0, 0}}, 155}
{{{-1, -1, 0, 1}, {0, 1, 1, -1}, {1, 0, 0, 0}}, 156}
{{{-1, -1, 0, 1}, {-1, 1, 1, -1}, {-1, 1, 1, -1}}, 157}
{{{1, -1, 0, 0}, {0, -1, 0, 1}, {0, 1, 0, 0}}, 158}
{{{1, 0, 0, 1}, {1, 1, 1, -1}, {1, 1, -1, 0}}, 159}
{{{0, 1, -1, 1}, {0, 0, 1, -1}, {-1, -1, 1, -1}}, 160}
{{{0, -1, -1, 1}, {1, -1, 1, 0}, {1, -1, 1, 1}}, 161}
{{{0, 1, 0, -1}, {-1, 0, 1, 1}, {-1, 1, 0, -1}}, 162}
{{{1, 0, 0, 0}, {-1, 1, 0, 0}, {1, -1, 1, 0}}, 163}
{{{-1, 1, -1, -1}, {-1, 1, -1, 0}, {-1, 0, 1, -1}}, 164}
{{{-1, 1, -1, 1}, {0, 0, -1, 1}, {1, -1, -1, 1}}, 165}
{{{1, 1, -1, -1}, {-1, 1, 0, 1}, {1, -1, 0, 1}}, 166}
{{{-1, 1, 1, -1}, {1, 0, 1, -1}, {1, 0, 1, -1}}, 167}
{{{-1, 1, -1, 1}, {-1, 1, 0, 1}, {-1, 1, 0, 0}}, 168}
{{{1, 1, -1, -1}, {-1, 1, 0, 0}, {1, -1, 0, 1}}, 169}
{{{0, -1, 1, -1}, {-1, 1, -1, 1}, {1, -1, 0, 0}}, 170}
{{{-1, -1, 1, -1}, {1, 0, 1, -1}, {1, 1, -1, -1}}, 171}
{{{-1, -1, -1, 1}, {-1, 0, 0, 1}, {-1, -1, 0, 1}}, 172}
{{{1, 1, -1, 1}, {0, 1, -1, 1}, {0, -1, 1, -1}}, 173}
{{{1, 0, -1, 0}, {1, -1, 1, -1}, {-1, -1, 1, 0}}, 174}
{{{-1, 0, -1, 1}, {1, -1, 0, 1}, {1, 0, 0, 0}}, 175}
{{{0, 0, -1, 1}, {1, 1, 1, -1}, {-1, -1, 1, 0}}, 176}
{{{0, 0, 1, 0}, {1, 0, 0, -1}, {0, 1, -1, 0}}, 177}
{{{-1, -1, 1, 1}, {-1, 1, -1, 0}, {1, -1, 1, 1}}, 178}
{{{1, -1, 0, 0}, {0, -1, 1, -1}, {-1, 0, 1, -1}}, 179}
{{{1, 0, 0, 1}, {0, 1, 0, -1}, {0, -1, 1, 0}}, 180}
{{{-1, -1, 0, 1}, {0, 0, -1, 1}, {-1, -1, 0, 1}}, 181}
{{{-1, 1, 0, -1}, {-1, 1, 0, 0}, {-1, 0, 1, -1}}, 182}
{{{-1, 1, -1, 1}, {0, 0, -1, 1}, {1, -1, 0, 1}}, 183}
{{{1, 0, -1, 1}, {0, -1, 1, -1}, {-1, -1, 1, 0}}, 184}
{{{1, 1, -1, -1}, {-1, 0, 1, 1}, {-1, 1, 1, -1}}, 185}
{{{1, -1, 0, 0}, {0, -1, 1, 1}, {1, 1, 0, 0}}, 186}
{{{1, 1, -1, -1}, {1, 1, 1, 0}, {0, -1, 1, 0}}, 187}
{{{1, 1, 0, -1}, {1, 1, -1, 1}, {0, -1, 1, -1}}, 188}
{{{1, 0, 0, 1}, {0, 1, 0, -1}, {1, 0, -1, 1}}, 189}
{{{-1, 0, 1, 0}, {0, -1, 1, -1}, {1, 0, -1, 1}}, 190}
{{{0, 0, -1, 1}, {1, 0, 1, -1}, {-1, 0, 1, -1}}, 191}
{{{1, 1, 0, -1}, {-1, 1, 1, 0}, {1, 1, 1, 0}}, 192}
{{{0, -1, -1, 1}, {1, -1, 1, 0}, {0, 0, 1, 1}}, 193}
{{{1, 1, 1, -1}, {0, 0, -1, 1}, {1, -1, -1, 1}}, 194}
{{{-1, -1, -1, 1}, {1, -1, 1, 0}, {1, -1, 1, 1}}, 195}
{{{1, 1, 1, -1}, {0, -1, 1, 1}, {1, 0, 0, 0}}, 196}
{{{0, -1, 1, 1}, {-1, 1, -1, 0}, {1, -1, 1, 1}}, 197}
{{{-1, 0, 1, 0}, {1, 0, 0, 0}, {0, 1, -1, -1}}, 198}
{{{-1, 0, 1, 0}, {1, -1, 1, -1}, {1, 0, 0, 0}}, 199}
{{{0, 1, -1, -1}, {1, 1, 0, 0}, {-1, 1, -1, 0}}, 200}
{{{0, 1, -1, 1}, {1, 1, -1, -1}, {1, 0, -1, 1}}, 201}
{{{0, 1, 1, -1}, {1, 0, 0, 0}, {-1, -1, 1, 0}}, 202}
{{{0, 1, -1, 1}, {-1, 1, -1, -1}, {1, 0, -1, 1}}, 203}
{{{-1, 1, -1, -1}, {1, 1, -1, 0}, {-1, 1, 1, -1}}, 204}
{{{0, -1, -1, 1}, {1, -1, 1, 1}, {1, 0, 1, 1}}, 205}
{{{0, 1, -1, 1}, {1, -1, 1, 0}, {1, -1, 1, 0}}, 206}
{{{-1, 0, 0, 1}, {-1, 1, -1, 0}, {-1, -1, -1, 1}}, 207}
{{{0, 0, 1, 1}, {0, 1, 0, -1}, {1, -1, 0, 1}}, 208}
{{{-1, 1, 1, 1}, {0, 0, 1, -1}, {-1, 1, 1, -1}}, 209}
{{{1, 0, 0, 1}, {0, 1, 1, -1}, {1, 1, -1, 0}}, 210}
{{{-1, 1, 1, 1}, {0, 0, 1, -1}, {-1, 0, 1, -1}}, 211}
{{{1, 1, -1, 0}, {0, -1, 1, 1}, {1, 1, 0, -1}}, 212}
{{{-1, 1, 1, -1}, {-1, 1, 0, 0}, {-1, 0, 1, -1}}, 213}
{{{-1, 1, -1, 1}, {1, 1, -1, -1}, {1, 0, -1, 1}}, 214}
{{{-1, -1, 1, -1}, {1, 0, 0, 0}, {0, 1, -1, 1}}, 215}
{{{-1, -1, 0, 1}, {1, -1, 1, 0}, {-1, 1, 1, -1}}, 216}
{{{-1, 1, 1, 1}, {0, -1, 0, 1}, {0, -1, 1, 1}}, 217}
{{{-1, 1, -1, 1}, {-1, 0, -1, 1}, {1, -1, 0, 1}}, 218}
{{{-1, -1, 1, 0}, {0, -1, 1, -1}, {1, 0, -1, 0}}, 219}
{{{-1, -1, -1, 1}, {0, 1, -1, 0}, {-1, -1, 0, 1}}, 220}
{{{-1, 1, -1, 1}, {-1, 0, 0, 1}, {0, -1, 1, 1}}, 221}
{{{1, -1, 1, 0}, {0, 1, 1, -1}, {-1, -1, 1, 1}}, 222}
{{{0, 1, 1, -1}, {1, 1, 0, 1}, {1, 0, 0, 0}}, 223}
{{{-1, -1, 1, -1}, {1, 1, -1, 1}, {1, -1, 0, 0}}, 224}
{{{-1, -1, 1, -1}, {1, -1, 0, 1}, {-1, -1, 1, 1}}, 225}
{{{1, 1, -1, 1}, {1, 1, 0, 0}, {0, -1, 1, 1}}, 226}
{{{1, 1, 1, -1}, {-1, 1, -1, 1}, {-1, -1, 1, 0}}, 227}
{{{1, 1, -1, 1}, {1, 0, 0, 0}, {0, 1, 1, -1}}, 228}
{{{-1, 1, -1, 1}, {0, -1, 1, -1}, {-1, -1, 1, -1}}, 229}
{{{1, 1, -1, -1}, {-1, 1, 0, -1}, {1, -1, 1, 1}}, 230}
{{{0, 1, -1, -1}, {1, 0, 0, 1}, {-1, 1, -1, -1}}, 231}
{{{0, 0, -1, 1}, {0, -1, 1, 1}, {1, 0, 0, 0}}, 232}
{{{-1, 0, -1, 1}, {0, 0, 1, -1}, {-1, -1, 1, -1}}, 233}
{{{-1, -1, 1, -1}, {1, -1, 0, 1}, {0, -1, 1, 1}}, 234}
{{{1, 1, -1, -1}, {0, 1, -1, 1}, {0, -1, 1, -1}}, 235}
{{{-1, 0, 1, 1}, {0, 1, -1, -1}, {1, -1, -1, 1}}, 236}
{{{-1, 0, -1, 1}, {0, 1, -1, -1}, {-1, -1, -1, 1}}, 237}
{{{1, -1, 1, 1}, {1, 0, 0, 0}, {0, 1, -1, 1}}, 238}
{{{-1, -1, -1, 1}, {1, -1, 1, -1}, {1, 1, 1, -1}}, 239}
{{{-1, 0, 1, 1}, {0, 0, 0, 1}, {-1, -1, 0, 1}}, 240}
{{{-1, -1, 0, 1}, {-1, 1, 0, 0}, {-1, -1, -1, 1}}, 241}
{{{1, -1, -1, 0}, {0, -1, 1, 1}, {1, 1, 0, -1}}, 242}
{{{1, -1, 0, 0}, {0, -1, 1, -1}, {-1, -1, 1, -1}}, 243}
{{{1, -1, 1, 0}, {0, 1, 0, -1}, {-1, -1, 1, 0}}, 244}
{{{1, -1, 1, 0}, {-1, 1, 0, -1}, {-1, -1, 1, 0}}, 245}
{{{-1, 1, 0, -1}, {0, 1, -1, -1}, {-1, 1, 1, -1}}, 246}
{{{1, -1, 1, -1}, {0, 1, -1, 1}, {1, -1, 0, 0}}, 247}
{{{1, 1, -1, -1}, {-1, 1, -1, 1}, {1, 0, 0, 0}}, 248}
{{{1, 0, 1, -1}, {1, 0, 0, 0}, {-1, 0, 1, 0}}, 249}
{{{1, 0, -1, 1}, {0, 0, 1, -1}, {-1, 0, 1, -1}}, 250}
{{{0, 1, -1, 1}, {1, -1, 1, 0}, {1, -1, 1, 1}}, 251}
{{{-1, -1, 1, -1}, {0, 1, 1, 0}, {-1, 1, -1, 1}}, 252}
{{{-1, -1, 1, 1}, {0, -1, 1, -1}, {1, -1, 1, 0}}, 253}
{{{1, -1, -1, 1}, {1, -1, 1, -1}, {1, 1, 1, 0}}, 254}
{{{-1, -1, 1, 1}, {0, -1, 1, 1}, {0, -1, 1, 0}}, 255}
{{{-1, -1, -1, 1}, {0, -1, 0, 1}, {1, 0, 0, 0}}, 256}
{{{1, -1, 1, 1}, {-1, 1, -1, 0}, {1, -1, 1, 1}}, 257}
{{{1, 1, -1, -1}, {-1, 1, -1, 1}, {1, -1, 0, 1}}, 258}
{{{1, 0, -1, 1}, {0, -1, 1, -1}, {-1, -1, 1, 1}}, 259}
{{{1, 1, 1, 1}, {-1, 1, 0, -1}, {1, 1, -1, 0}}, 260}
{{{0, 1, -1, 1}, {0, 1, 1, 0}, {0, 1, -1, 0}}, 261}
{{{-1, 1, -1, 1}, {-1, 0, 0, 1}, {-1, 1, -1, 0}}, 262}
{{{-1, 1, -1, 1}, {-1, 1, 0, 1}, {-1, 1, -1, -1}}, 263}
{{{-1, -1, 1, 1}, {1, -1, 1, 0}, {1, -1, 1, 1}}, 264}
{{{0, -1, -1, 1}, {1, -1, 1, -1}, {1, 1, 1, 0}}, 265}
{{{1, 1, 1, -1}, {1, 0, 0, 0}, {0, 1, -1, 0}}, 266}
{{{0, 1, -1, -1}, {1, -1, 1, 0}, {-1, 1, -1, 0}}, 267}
{{{1, 0, 0, 1}, {-1, 1, 0, 1}, {1, -1, -1, 1}}, 268}
{{{1, 1, -1, -1}, {0, 1, 0, -1}, {-1, -1, 1, 0}}, 269}
{{{-1, 0, 1, 0}, {1, -1, 1, -1}, {1, -1, -1, 0}}, 270}
{{{1, -1, 1, 0}, {0, 1, 1, -1}, {1, -1, 1, 1}}, 271}
{{{0, 1, 1, -1}, {0, -1, 0, 1}, {1, -1, 0, -1}}, 272}
{{{0, 1, -1, 1}, {1, -1, 1, 0}, {1, -1, 1, -1}}, 273}
{{{0, 0, 1, 1}, {0, 1, -1, -1}, {1, -1, 1, 1}}, 274}
{{{0, 0, 1, 0}, {1, 0, 1, 0}, {0, 1, -1, -1}}, 275}
{{{1, -1, 0, 0}, {0, -1, 0, 1}, {1, 1, 0, 0}}, 276}
{{{-1, 0, -1, 1}, {-1, -1, 0, 1}, {0, 1, -1, 0}}, 277}
{{{1, 1, -1, -1}, {0, 1, -1, 0}, {-1, -1, 1, 0}}, 278}
{{{1, 1, -1, 0}, {1, 1, -1, -1}, {1, -1, 1, 1}}, 279}
{{{0, 0, 0, 1}, {-1, 1, -1, -1}, {1, 0, 0, 0}}, 280}
{{{1, -1, 1, -1}, {-1, 1, -1, 1}, {1, -1, 0, 0}}, 281}
{{{1, 0, -1, 0}, {-1, -1, 1, -1}, {-1, -1, 1, 1}}, 282}
{{{1, 1, -1, 0}, {1, 1, 0, 0}, {-1, -1, 1, 1}}, 283}
{{{1, -1, 1, 0}, {1, 1, -1, 1}, {1, -1, -1, 1}}, 284}
{{{1, 0, 0, 1}, {-1, 1, 1, -1}, {0, -1, 1, 1}}, 285}
{{{1, 0, -1, 0}, {1, -1, 1, -1}, {-1, -1, 1, 1}}, 286}
{{{1, 1, 0, -1}, {-1, 0, 0, 1}, {-1, 1, 1, -1}}, 287}
{{{0, 1, -1, -1}, {-1, 0, 1, 1}, {0, 1, 1, -1}}, 288}
{{{-1, 0, 1, 1}, {-1, 0, 0, 1}, {-1, -1, 0, 1}}, 289}
{{{1, 1, -1, -1}, {-1, 1, 1, 0}, {0, 1, 0, 0}}, 290}
{{{1, 1, 0, -1}, {-1, 1, 1, 0}, {0, 1, -1, 0}}, 291}
{{{0, 1, -1, 1}, {1, -1, 1, -1}, {1, 0, 1, -1}}, 292}
{{{1, 0, 0, 1}, {0, 1, 1, -1}, {0, -1, 1, 1}}, 293}
{{{1, -1, 0, 0}, {0, 1, -1, 0}, {0, -1, 1, 1}}, 294}
{{{1, -1, -1, 1}, {1, 0, 1, -1}, {1, 1, 1, 0}}, 295}
{{{0, 1, -1, 1}, {1, -1, 1, 0}, {0, 0, 1, 1}}, 296}
{{{0, 0, 1, 1}, {1, 1, 1, -1}, {1, 0, -1, 0}}, 297}
